Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Time
11	-89.652016	121.06783	-0.33927432	-371.5277	-109.39664	137.66524	-0.48410603	-380.70413	200.0	200.0	43999	-25.22192	46.467403	20.550669	-112.34285	-25.222635	46.470966	19.689049	-112.39886	24.988329	32.78769	487.6665954589844
12	-132.6439	143.14894	-0.22955018	-379.9611	-135.51439	143.24992	-0.27227816	-379.85062	200.0	200.0	47999	-27.19623	49.363308	22.720734	-116.46509	-27.1967	49.368034	21.748783	-116.385994	27.066813	35.89794	532.6503036022186
13	-106.7416	145.51144	-0.4047353	-384.41098	-128.60098	150.50966	-0.030895708	-382.31332	200.0	200.0	51999	-28.007046	51.587147	23.229704	-120.43989	-28.00761	51.590633	23.363386	-120.62188	27.7455	40.689335	577.269050359726
14	-86.11047	124.95995	-1.207824	-383.14456	-128.66742	145.31628	-0.44373947	-381.78915	200.0	200.0	55999	-28.37742	53.38204	26.6409	-123.979546	-28.377962	53.38641	24.451868	-124.03315	28.135431	40.86828	621.0456898212433
15	-118.79706	129.3677	-0.9442139	-355.22345	-123.35416	142.67899	-0.38428319	-383.4309	200.0	200.0	59999	-29.702795	55.26101	26.808346	-126.71815	-29.703072	55.264153	25.867842	-126.71743	29.419664	44.350845	666.044748544693
16	-119.41664	121.10684	-1.1249298	-357.22778	-130.89316	145.30923	-0.59573984	-383.40308	200.0	200.0	63999	-31.135723	56.887463	26.576195	-128.56377	-31.13585	56.890434	25.195913	-128.52731	30.962746	47.314037	710.5879163742065
17	-165.08731	137.6537	-5.3498373	-384.38287	-120.09749	141.22244	-0.053597618	-383.63382	200.0	200.0	67999	-32.60537	58.086903	29.781008	-130.10515	-32.6056	58.089043	26.884035	-130.27994	32.398247	50.744946	755.1975748538971
18	-132.17647	125.93741	-0.48981485	-339.90244	-135.17159	139.96716	-0.11797165	-382.99643	200.0	200.0	71999	-34.44659	59.45169	28.738964	-130.91344	-34.446724	59.454792	27.032251	-130.99469	34.37287	53.170223	799.7911653518677
19	-161.61008	158.85	-0.5421045	-375.50864	-112.80758	141.04688	-0.4077957	-383.49487	200.0	200.0	75999	-35.32535	60.715687	31.200335	-132.42577	-35.32524	60.717194	30.051704	-132.25705	35.084763	56.14468	845.2923047542572
20	-112.81242	140.5169	-2.4050012	-377.81985	-125.922356	139.99069	-0.61412555	-383.37656	200.0	200.0	79999	-36.291878	62.072323	29.085447	-133.91428	-36.291176	62.073776	27.977262	-134.09132	36.11103	58.81267	890.0462071895599
21	-124.054504	141.52614	-0.45894387	-372.74884	-121.436386	139.49272	-0.4162412	-380.1889	200.0	200.0	83999	-36.62081	62.919865	39.221916	-135.01434	-36.620544	62.920452	36.64973	-135.2795	36.325577	58.975082	934.9052650928497
22	-97.33559	127.5418	-0.5993088	-378.37616	-123.768166	139.80142	-0.19904473	-382.82327	200.0	200.0	87999	-37.442173	63.825752	34.33297	-136.116	-37.44194	63.82614	31.422733	-136.41585	37.31053	61.292034	979.8233935832977
23	-155.66594	145.76869	-0.5330163	-370.44418	-113.54556	137.67783	-0.41887304	-383.6093	200.0	200.0	91999	-38.225285	64.645515	34.46275	-136.64401	-38.226	64.647606	30.741095	-136.87544	38.11675	66.008736	1024.5030612945557
24	-178.92557	142.40591	-0.47209877	-384.27136	-129.14159	140.21567	-0.50539	-383.53168	200.0	200.0	95999	-39.61259	65.10174	32.13628	-137.25395	-39.61193	65.1007	29.126266	-137.1074	39.385864	70.52968	1068.8700745105743
25	-111.22642	122.22939	-1.7489591	-330.23288	-119.73773	134.83914	-0.091317855	-383.25723	200.0	200.0	99999	-40.98599	65.518295	38.653484	-138.0226	-40.98679	65.51891	33.982807	-138.09337	40.8072	67.23622	1113.8920800685883
26	-150.99826	142.15842	-7.472926	-353.85092	-128.78853	148.3037	-0.09021471	-383.6392	200.0	200.0	103999	-42.16223	66.07619	35.717747	-138.9931	-42.16174	66.075836	33.23513	-139.04303	42.075447	70.01589	1159.2629277706146
27	-97.51927	136.35161	-0.11627447	-379.32773	-124.545784	143.4382	-0.33000362	-383.58356	200.0	200.0	107999	-42.35235	66.54539	39.899696	-138.8864	-42.35073	66.54436	38.566692	-139.1683	42.31807	70.94339	1203.9031929969788
28	-112.41078	129.39603	-2.0504594	-368.08005	-116.443436	137.65833	-2.0436237	-382.51212	200.0	200.0	111999	-43.04427	67.05786	40.616547	-139.2211	-43.04362	67.05967	38.345314	-139.50992	42.86047	77.15623	1249.057727098465
29	-169.4382	152.35033	-7.3200226	-377.14285	-128.11453	137.04163	-1.8778385	-383.63516	200.0	200.0	115999	-42.60732	67.60899	38.593693	-139.77512	-42.606976	67.61011	37.32968	-139.93893	42.644497	69.47369	1293.6227917671204
30	-165.38676	146.79063	-3.693056	-360.16418	-108.88466	134.58614	-1.0624415	-383.82968	200.0	200.0	119999	-43.92512	68.31519	37.697697	-139.87027	-43.92497	68.3167	37.48994	-140.14789	43.922844	77.85473	1338.511637210846
31	-146.58513	162.09856	-1.2501997	-384.03787	-127.57809	145.48456	-1.4608251	-383.59494	200.0	200.0	123999	-44.719067	68.9579	37.30595	-140.82942	-44.71819	68.95641	35.261944	-140.93945	44.4768	75.02456	1383.7321462631226
32	-140.35544	145.1522	-2.9268434	-373.47495	-112.10539	136.78186	-2.4652333	-383.83307	200.0	200.0	127999	-45.107334	69.50642	43.838642	-140.97847	-45.107265	69.50258	41.080776	-141.21681	44.71423	77.53491	1429.0210342407227
33	-51.64071	84.41695	-1.1155605	-291.06998	-115.00824	133.22763	-1.0663216	-383.81866	200.0	200.0	131999	-44.422386	69.41472	39.874123	-141.01982	-44.422363	69.41761	40.006233	-141.2121	44.067696	80.83754	1474.012219429016
34	-137.56638	141.3534	-2.0372798	-383.15964	-129.55685	138.447	-2.8671055	-378.52237	200.0	200.0	135999	-44.23506	69.309746	45.39693	-140.71803	-44.2349	69.31223	44.350502	-140.76192	44.083187	80.7636	1518.779958486557
35	-128.86938	135.29979	-5.1496553	-379.96887	-143.70982	145.85464	-2.3828156	-383.61475	200.0	200.0	139999	-43.327003	70.09679	44.336952	-140.61674	-43.32663	70.09335	48.462463	-140.52597	42.926144	76.819984	1564.1336994171143
36	-162.48389	141.53392	-5.0126095	-367.52734	-139.3728	144.69684	-3.8390303	-383.7605	200.0	200.0	143999	-41.823154	72.289566	43.38496	-140.90028	-41.823456	72.29045	42.617493	-140.93227	41.33699	85.384705	1609.244402885437
37	-145.0394	155.38399	-4.3297534	-383.0081	-128.93388	136.27919	-4.118215	-379.85287	200.0	200.0	147999	-38.530354	74.86656	51.395123	-140.97815	-38.530067	74.86686	46.506207	-141.05344	37.877827	83.060875	1654.3728127479553
38	-159.32256	158.96141	-4.02084	-369.04773	-119.2785	137.46205	-2.1652412	-378.43723	200.0	200.0	151999	-35.47786	77.58198	54.263103	-141.22784	-35.47575	77.58315	52.49839	-141.15196	34.99335	90.933464	1699.7998111248016
39	-165.21237	151.58507	-4.7475624	-379.9395	-96.078964	125.53593	-2.6971943	-382.53943	200.0	200.0	155999	-33.52981	79.87231	57.481327	-141.90395	-33.52993	79.87563	58.29292	-141.9721	33.13256	93.27835	1744.8205034732819
40	-94.75055	121.21547	-1.7698815	-315.49692	-130.55925	141.93118	-2.1037219	-383.77936	200.0	200.0	159999	-32.142433	81.35479	60.70718	-142.51488	-32.142803	81.35383	59.78446	-142.72827	31.801764	91.65898	1789.93093252182
41	-146.89015	155.90324	-3.7403598	-381.62778	-153.35179	150.315	-5.3840575	-382.41696	200.0	200.0	163999	-32.51964	80.77524	62.550922	-147.0983	-32.519764	80.77469	59.04126	-141.59875	32.311214	96.90224	1835.0606071949005
42	-121.64064	140.75081	-5.9319396	-340.1223	-107.05154	128.35199	-5.4358444	-383.70026	200.0	200.0	167999	-32.242485	82.197716	62.13837	-144.0499	-32.24182	82.19639	58.396656	-143.50731	31.645948	95.01552	1880.523511171341
43	-133.70946	139.1123	-5.7587233	-368.0283	-133.03165	144.20709	-5.4637957	-383.62112	200.0	200.0	171999	-30.653685	83.489365	58.087673	-149.31067	-30.65199	83.48925	58.39611	-146.35118	30.069637	98.87748	1925.591757774353
44	-175.207	142.16429	-4.4867997	-371.89444	-125.305885	145.16776	-3.3443933	-383.75806	200.0	200.0	175999	-30.057707	84.790726	60.070972	-148.4794	-30.056616	84.788216	59.21605	-147.59274	29.433414	99.355156	1970.6541962623596
45	-133.83626	143.3473	-5.4076767	-373.93628	-112.82564	128.19241	-4.8180995	-383.12607	200.0	200.0	179999	-30.033333	85.78379	60.629898	-151.79185	-30.034756	85.78007	62.018982	-149.538	29.576605	99.922905	2015.620740890503
46	-98.06781	120.753426	-5.0638504	-312.23642	-116.93976	131.61748	-4.553588	-383.1713	200.0	200.0	183999	-29.75023	85.67191	66.6671	-154.09203	-29.75099	85.67166	66.60026	-151.73564	29.256218	109.18908	2060.529881000519
47	-84.66069	118.3356	-5.101554	-384.1292	-116.577415	136.3197	-5.3708262	-382.0264	200.0	200.0	187999	-28.909342	86.025215	65.8205	-153.35857	-28.909082	86.02827	64.39569	-153.40936	28.65447	103.41186	2105.786381959915
48	-177.65913	162.6712	-2.8109374	-384.3765	-121.756424	142.62814	-1.3201743	-383.77368	200.0	200.0	191999	-29.680067	85.58453	65.102715	-153.681	-29.681604	85.58167	64.34196	-152.17719	29.37819	102.580025	2151.057506084442
49	-122.909035	146.13058	-1.0490907	-379.1105	-133.43858	148.26433	-0.7405302	-383.62714	200.0	200.0	195999	-31.689264	84.38291	66.729675	-159.04495	-31.690664	84.382034	67.43438	-155.59348	31.317122	100.72544	2196.18670296669
50	-145.54771	144.62212	-2.9165902	-374.42957	-138.10956	143.8937	-0.33608964	-382.35184	200.0	200.0	199999	-32.631886	83.69984	63.406906	-155.11919	-32.632446	83.70049	62.771202	-156.85922	32.503323	99.53202	2241.0348761081696
51	-122.88147	138.31183	-1.1255493	-354.40485	-112.40366	137.09529	-0.57800657	-383.75427	200.0	200.0	203999	-33.298927	83.34785	62.46901	-158.984	-33.29899	83.34697	63.03363	-159.50305	33.137085	99.29208	2286.44939994812
52	-110.57389	123.44258	-3.8875723	-323.19495	-119.35895	140.35123	-4.698447	-383.62524	200.0	200.0	207999	-34.402874	82.53188	60.687134	-159.44511	-34.403206	82.53426	62.124928	-159.85878	33.880257	96.26194	2331.5778131484985
53	-159.50266	149.00925	-6.7734184	-382.607	-101.23967	128.03664	-3.6820886	-383.45636	200.0	200.0	211999	-35.035027	82.291016	60.16564	-162.12082	-35.03558	82.293015	60.228687	-162.07239	34.682827	99.18702	2376.5770716667175
54	-167.73758	131.34853	-13.005142	-363.9755	-128.31343	141.97968	-4.1834993	-381.89117	200.0	200.0	215999	-32.70831	83.82848	68.831505	-158.59755	-32.706596	83.8246	70.00673	-158.9974	31.655197	105.2495	2421.625076532364
55	-123.06014	147.57573	-4.1382484	-383.73892	-122.65035	137.35262	-3.2565246	-383.17737	200.0	200.0	219999	-21.850075	93.36701	83.642166	-155.16463	-21.848568	93.37359	84.3883	-153.38998	20.209442	120.08913	2467.096806526184
56	-128.4802	139.70273	-2.8815796	-383.9157	-117.78928	133.94781	-2.7889628	-382.65765	200.0	200.0	223999	-10.911051	101.4473	91.667274	-154.47845	-10.908158	101.44652	93.002144	-154.56476	9.600133	132.1649	2512.1998994350433
57	-153.05463	156.75201	-5.270954	-379.0699	-114.39038	133.69563	-3.7182295	-383.28464	200.0	200.0	227999	-7.8736076	104.29626	97.80038	-159.08621	-7.876084	104.29275	97.132065	-156.45956	7.027791	138.69409	2557.1372277736664
58	-192.34143	155.26804	-3.247329	-384.29028	-129.01767	141.0299	-2.5778072	-383.07074	200.0	200.0	231999	-7.441237	104.839836	96.12396	-160.56425	-7.440282	104.840004	97.69467	-159.0188	6.8450127	145.25679	2602.43412399292
59	-220.91061	141.7603	-1.5409439	-382.0212	-116.558655	140.58337	-0.4976632	-381.8423	200.0	200.0	235999	-9.121827	104.73898	97.23111	-163.25296	-9.122992	104.7339	98.50299	-157.89134	8.723238	142.48444	2647.2283947467804
60	-121.72616	133.44237	-2.281301	-384.34094	-121.77575	139.45839	-1.9893663	-382.56467	200.0	200.0	239999	-12.12307	102.967865	95.693	-159.61327	-12.122111	102.9641	96.27511	-158.16544	11.740603	138.37587	2692.2495419979095
61	-90.38628	127.748405	-1.9124799	-349.46915	-127.34233	141.97552	-1.059254	-383.8059	200.0	200.0	243999	-14.593276	100.52175	92.42814	-162.43115	-14.593594	100.523506	93.520065	-159.79198	14.481233	130.54485	2737.2677669525146
62	-116.711586	150.0563	-2.659172	-384.20215	-114.13888	131.33774	-3.0038972	-383.28033	200.0	200.0	247999	-17.037235	98.134766	88.72377	-161.77652	-17.03756	98.13534	88.3739	-161.42389	16.789122	128.44574	2782.189463853836
63	-124.03192	137.47581	-2.3470824	-370.56693	-149.29523	148.41333	-2.3963592	-383.7759	200.0	200.0	251999	-16.9504	97.39515	85.2158	-160.97409	-16.950262	97.39615	86.42494	-160.23991	16.319166	129.18271	2827.3199117183685
64	-106.80293	116.48661	-2.363803	-337.3718	-144.73718	150.53346	-2.4350927	-382.72345	200.0	200.0	255999	-18.76879	96.075485	83.5191	-165.3282	-18.769348	96.0731	82.79001	-164.53563	18.253548	123.67684	2871.889011859894
65	-153.79828	152.37419	-2.8959544	-383.32346	-119.82199	136.82309	-3.361968	-380.84906	200.0	200.0	259999	-21.015572	94.459854	81.40514	-166.23827	-21.015856	94.460106	82.66704	-164.02979	20.771414	119.67101	2916.928084373474
66	-128.35684	147.9824	-3.8325865	-376.2629	-134.00354	145.38097	-3.621876	-380.44907	200.0	200.0	263999	-22.400398	92.52994	75.701775	-163.54437	-22.399048	92.5347	77.36108	-163.82259	22.24633	123.906456	2961.9417476654053
67	-115.32273	130.8525	-3.0216427	-383.70346	-144.73149	143.87833	-4.3161397	-381.95035	200.0	200.0	267999	-24.968103	90.84389	73.07487	-167.28568	-24.969006	90.84303	73.44654	-164.5254	24.64199	117.919334	3007.133104324341
68	-86.07353	114.41934	-3.5047228	-350.6472	-111.15283	132.39288	-2.5821989	-383.54306	200.0	200.0	271999	-25.476862	89.61409	73.567055	-164.78598	-25.477337	89.61204	71.146454	-166.92177	25.165789	111.89181	3051.6128249168396
69	-119.798874	135.37544	-3.9769661	-356.0777	-127.9135	139.89832	-3.5104353	-380.47067	200.0	200.0	275999	-26.589622	88.622475	66.054596	-168.74733	-26.589403	88.62256	67.996056	-166.59805	26.326897	109.409515	3096.4124631881714
70	-112.38772	129.97014	-2.9136024	-379.48718	-117.75244	139.11627	-2.6710992	-383.7714	200.0	200.0	279999	-27.620197	87.765076	64.83461	-163.71931	-27.622002	87.76621	65.80893	-163.46132	27.396835	109.492065	3141.7674646377563
71	-158.20366	132.58922	-3.0544238	-362.78082	-129.05093	144.27315	-2.2364838	-383.41544	200.0	200.0	283999	-29.117767	86.46192	63.043667	-166.83409	-29.119564	86.46499	71.799416	-164.7363	28.773626	106.46678	3187.0964121818542
72	-140.44962	140.13217	-10.678544	-384.3416	-127.340996	135.03488	-3.536956	-383.62097	200.0	200.0	287999	-29.997198	85.66919	67.2555	-164.43353	-29.995802	85.66607	60.87435	-164.33386	29.539318	108.70499	3231.927503824234
73	-84.99931	128.77007	-3.6690693	-382.01672	-127.73549	138.31573	-3.7527547	-383.61356	200.0	200.0	291999	-30.449812	84.57147	57.330635	-163.82005	-30.450508	84.57387	58.540825	-163.9318	30.18286	106.034966	3276.4415588378906
74	-90.766464	137.32646	-3.3989084	-381.34344	-116.896614	140.3888	-2.4723027	-383.58295	200.0	200.0	295999	-30.559372	83.572845	55.14642	-165.9583	-30.559628	83.57321	56.35029	-161.55536	30.216833	98.16293	3321.576600551605
75	-180.5646	146.36911	-2.4211721	-384.26828	-132.89043	148.4105	-2.959201	-382.37488	200.0	200.0	299999	-31.94446	82.56308	52.745308	-162.21182	-31.945255	82.56233	53.209145	-160.10587	31.80074	95.81051	3366.0907776355743
76	-86.32695	113.547455	-7.5457015	-379.3746	-124.57822	136.74716	-3.3096788	-383.67905	200.0	200.0	303999	-33.2903	81.60621	52.102814	-162.34576	-33.29077	81.60796	52.269753	-163.62602	33.29645	98.9868	3410.486978292465
77	-98.02681	124.59711	-3.3200953	-350.60468	-120.38458	136.59723	-2.9269333	-382.89578	200.0	200.0	307999	-33.022694	80.88733	48.539867	-163.19086	-33.023632	80.8902	49.998314	-160.92047	32.972485	95.84708	3454.92050242424
78	-65.8606	100.80919	-3.32064	-326.49173	-113.747406	133.01414	-2.7841787	-382.34454	200.0	200.0	311999	-33.32883	80.236984	47.28921	-159.72382	-33.328915	80.24205	46.6609	-156.12631	33.231148	92.52558	3499.832924604416
79	-77.59009	119.1542	-1.6467423	-347.0864	-155.75786	152.09372	-4.7143526	-383.79437	200.0	200.0	315999	-33.966034	79.24326	47.98001	-161.22943	-33.965336	79.23947	47.897816	-158.39494	33.914265	96.221466	3544.5811400413513
80	-56.701904	89.969345	-4.4192605	-291.28827	-96.59671	121.34085	-3.149557	-383.5284	200.0	200.0	319999	-33.912643	78.223465	44.567833	-161.5154	-33.911808	78.22739	43.344173	-161.09915	33.69854	89.691925	3589.8961868286133
81	-174.16708	144.83154	-5.05572	-382.39053	-131.87146	134.25407	-4.077387	-378.36792	200.0	200.0	323999	-34.714165	77.72192	45.46057	-158.49458	-34.7166	77.72419	42.863426	-158.74718	34.421616	88.62002	3634.820774078369
82	-76.17387	115.98964	-3.3049772	-338.9422	-119.32833	137.18723	-3.496441	-382.72055	200.0	200.0	327999	-35.79848	77.321266	40.86561	-159.78325	-35.798267	77.31914	47.240425	-159.7114	35.395897	88.78656	3679.688351869583
83	-83.99021	107.90842	-3.4461622	-368.46933	-118.80096	137.85321	-3.1876178	-383.51093	200.0	200.0	331999	-35.746155	76.53166	41.89393	-158.6318	-35.74659	76.53259	41.613724	-162.68648	35.43267	87.655785	3725.2194249629974
84	-126.531906	154.57907	-4.295068	-381.57242	-112.315506	131.37589	-2.946752	-383.62308	200.0	200.0	335999	-35.97293	75.70538	39.681866	-159.30724	-35.9735	75.70468	39.519016	-157.66573	35.860535	85.48078	3770.6200935840607
85	-139.58652	142.61586	-3.45328	-370.45392	-128.42378	142.13603	-2.8200793	-382.3617	200.0	200.0	339999	-36.52629	74.81762	37.12384	-159.75868	-36.525955	74.81873	38.107647	-155.80289	36.398	88.88066	3815.250985145569
86	-112.42706	126.39136	-9.492698	-383.78033	-119.56083	136.96204	-3.5707421	-383.6308	200.0	200.0	343999	-37.047234	73.788925	36.544827	-154.47502	-37.04721	73.78844	37.98294	-153.33693	36.60576	90.344284	3860.509342432022
87	-115.926254	148.59396	-2.6155443	-375.13446	-106.24592	122.8578	-3.4940248	-378.53137	200.0	200.0	347999	-37.264793	73.143166	35.594997	-156.68964	-37.264374	73.14491	35.646225	-155.75433	36.90731	84.04659	3905.156238555908
88	-123.46814	144.97095	-3.7031915	-361.8871	-101.818146	130.6078	-2.5565994	-376.85126	200.0	200.0	351999	-37.502567	72.54408	35.217903	-157.36421	-37.502926	72.54499	35.24291	-153.18562	37.415634	82.776794	3950.287610054016
89	-80.875145	119.018555	-7.372788	-373.2647	-147.16989	138.21094	-3.3849547	-383.76147	200.0	200.0	355999	-37.516747	72.30188	35.9546	-158.39001	-37.516705	72.30445	36.30499	-153.45583	37.315617	79.57826	3995.349505662918
90	-148.08342	148.07253	-4.018631	-382.94592	-150.98708	143.25319	-3.5664606	-379.84976	200.0	200.0	359999	-37.527008	72.11512	37.131416	-155.23477	-37.527573	72.118195	37.820076	-155.532	37.414845	78.6094	4040.7280519008636
91	-158.56961	154.9301	-4.970101	-383.9327	-131.67203	140.42053	-4.119796	-383.4492	200.0	200.0	363999	-37.541183	71.820366	35.213577	-147.71414	-37.540504	71.818405	34.453873	-150.36224	37.318184	80.74086	4085.682783842087
92	-79.238754	114.92047	-8.434031	-380.01535	-122.525635	132.3945	-4.84053	-382.73508	200.0	200.0	367999	-37.891518	70.990005	34.46474	-151.0389	-37.89097	70.991295	33.77738	-154.62027	37.87064	80.67305	4130.803734779358
93	-96.04494	129.0999	-11.934519	-361.68387	-120.02472	138.4566	-4.286016	-382.7251	200.0	200.0	371999	-38.02268	70.6968	37.042667	-151.55664	-38.022457	70.699455	35.789722	-150.59087	37.94151	79.14564	4175.876631498337
94	-103.04077	127.78442	-6.003342	-331.98102	-120.895485	133.51366	-4.9731345	-377.6071	200.0	200.0	375999	-38.131104	70.443245	37.723347	-150.23486	-38.129726	70.44299	37.995907	-153.26454	38.030827	78.922424	4220.967839717865
95	-135.01639	145.84747	-4.275226	-378.69998	-128.98569	141.26784	-4.399064	-383.51593	200.0	200.0	379999	-37.74681	70.75941	35.836895	-152.92915	-37.74903	70.76261	36.443085	-148.3464	37.420624	77.65097	4266.091388225555
96	-123.865616	120.04191	-3.8338642	-380.47482	-136.93787	144.62863	-3.734844	-383.64078	200.0	200.0	383999	-36.836575	70.962555	35.42127	-151.06064	-36.835133	70.961494	35.729847	-150.99959	36.720383	78.786316	4311.478410482407
97	-133.73573	143.84753	-3.5915625	-382.99307	-126.70427	143.1448	-5.8400297	-383.64212	200.0	200.0	387999	-37.192776	70.950455	35.40439	-155.88605	-37.19408	70.95511	39.946167	-152.621	36.986538	77.443985	4356.672840595245
98	-130.45598	138.62302	-5.926143	-361.0338	-122.39916	139.26558	-4.8869696	-381.913	200.0	200.0	391999	-36.592205	71.28781	40.645073	-151.1127	-36.59238	71.29019	40.28675	-150.50249	36.31033	76.95837	4401.717646121979
99	-119.62126	133.21338	-5.615362	-373.6562	-137.86685	142.65276	-3.4776285	-383.8449	200.0	200.0	395999	-36.257046	71.33137	38.9316	-151.05396	-36.256733	71.33277	38.533203	-154.73076	36.259193	80.32598	4446.968411445618
100	-161.02972	142.30586	-4.71964	-363.4964	-108.18207	131.99358	-3.2625585	-382.64722	200.0	200.0	399999	-36.35999	71.01879	37.83186	-152.31847	-36.35962	71.02117	37.71871	-150.85503	36.032116	78.34057	4491.967406988144
