Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Time	sigma
67	-109.649	122.95649	-5.0233374	-369.95703	-126.28504	136.40137	-7.0082097	-383.39545	200.0	200.0	267999	-102.03477	235.34175	131.00093	-434.50818	-102.03748	235.34834	134.44914	-435.20972	101.528534	834.04913	4913.595386266708	0.013842452522358476
68	-93.68458	125.69616	-5.3049717	-369.82626	-142.10025	141.8744	-7.5437546	-383.81183	200.0	200.0	271999	-101.39913	235.24959	135.37236	-434.6499	-101.4002	235.25516	142.91032	-433.9804	101.15905	829.23425	4988.901285409927	0.010890955771309276
69	-116.42942	132.12236	-7.495246	-352.77466	-141.9237	135.06989	-7.492494	-383.44864	200.0	200.0	275999	-101.17363	234.9443	131.73967	-434.19196	-101.17625	234.9567	136.06584	-435.0917	100.31041	795.5756	5065.159469127655	0.015260143778450634
70	-143.64285	152.12718	-7.4767375	-382.90436	-138.71234	141.92761	-5.303896	-383.39307	200.0	200.0	279999	-101.73187	234.35942	123.534515	-436.30496	-101.73335	234.36293	124.52903	-433.56262	101.57808	802.6052	5141.640314340591	0.01352907369992095
71	-102.85018	108.40609	-18.208689	-323.75317	-116.41075	139.72656	-6.369496	-383.63275	200.0	200.0	283999	-101.93897	233.2261	124.098564	-428.4547	-101.94741	233.2318	129.18181	-430.15332	101.39764	853.59686	5217.935447216034	0.017506112033448623
72	-134.88655	145.9786	-7.000598	-378.31992	-131.14096	138.01186	-7.335775	-383.5892	200.0	200.0	287999	-101.64394	233.04634	131.3166	-429.462	-101.64529	233.0521	136.6844	-427.45688	101.40059	801.3494	5293.182786941528	0.011746288807700556
73	-111.94043	128.56389	-7.4987035	-358.54028	-136.50452	142.64862	-7.450089	-383.69528	200.0	200.0	291999	-100.07258	232.15715	144.22021	-429.94516	-100.07101	232.15694	150.8334	-428.80313	99.13311	814.4026	5369.07164478302	0.014899770120679355
74	-153.86278	134.0317	-8.068995	-379.7372	-136.12944	140.92299	-4.804488	-383.61838	200.0	200.0	295999	-101.54344	231.08003	160.45544	-426.61227	-101.53705	231.07423	164.71207	-433.4284	100.90473	826.827	5443.874049901962	0.010612526358424306
75	-91.397385	126.55709	-4.6176662	-369.08652	-105.771904	123.862915	-5.255634	-383.34293	200.0	200.0	299999	-99.44899	231.35896	170.22218	-427.5164	-99.45089	231.36188	177.62405	-426.47296	98.01281	759.8254	5519.882326841354	0.02044538881666211
76	-94.09065	125.45876	-3.0943587	-379.60962	-127.52834	147.29778	-2.4256272	-383.38965	200.0	200.0	303999	-89.92804	239.42134	190.71375	-415.9588	-89.91951	239.4257	192.3516	-417.22015	87.62989	819.7344	5595.340819597244	0.02443126895352923
77	-152.14445	147.49983	-2.3095808	-382.3379	-126.6885	138.26581	-1.8220531	-383.81122	200.0	200.0	307999	-73.52282	251.10323	193.01086	-417.47202	-73.52397	251.11098	195.45222	-419.71396	71.552925	847.03436	5671.154540061951	0.03289676259662425
78	-109.327675	135.09064	-3.3007255	-376.52432	-97.60962	125.04395	-3.1568048	-372.59998	200.0	200.0	311999	-70.59766	253.60497	189.61551	-423.37158	-70.59784	253.59663	191.5085	-420.63477	70.45022	837.75183	5746.8993101119995	0.021638212641558355
79	-118.46669	131.93758	-1.9783095	-372.80402	-136.46465	138.04582	-2.087476	-378.88242	200.0	200.0	315999	-71.00862	252.13829	188.69214	-422.18088	-71.02041	252.15205	189.44809	-429.26144	70.54532	875.6843	5822.696808338165	0.020773123914362816
80	-116.14311	133.25269	-9.693816	-373.34265	-122.72259	137.29904	-8.300868	-383.1733	200.0	200.0	319999	-73.596214	248.70932	181.98314	-429.56308	-73.59319	248.70923	184.23502	-428.03522	72.66572	878.7666	5897.039674282074	0.011198054058957912
81	-145.34988	141.29364	-7.3521986	-361.103	-124.5782	136.39035	-6.59066	-382.825	200.0	200.0	323999	-78.362976	247.05965	174.97658	-428.36682	-78.3644	247.06464	178.60864	-426.35846	76.67006	815.3047	5972.990023136139	0.012859015363849162
