Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Time	sigma
55	-18.048649	9.702553	-1.2245257	-49.791714	-21.138847	14.731268	-0.6250032	-75.394424	200.0	200.0	219999	-2.0213058	6.646243	0.7680929	-60.510162	-2.02133	6.6460214	0.715934	-59.97683	1.945073	0.35454237	3910.605823993683	0.01148139072442615
56	-21.28662	9.795128	-7.1608295	-51.083794	-20.384546	13.49066	-0.4463579	-76.69978	200.0	200.0	223999	-2.0011027	6.6042852	0.8110807	-60.639996	-2.001123	6.604216	0.6886331	-59.900764	1.9285994	0.30217156	3981.5304050445557	0.009400110169815548
57	-19.574337	10.324171	-1.1132835	-47.08876	-19.751362	10.411385	-0.6604149	-54.74849	200.0	200.0	227999	-1.9927909	6.6052623	0.87432146	-60.35299	-1.9928223	6.6051087	1.4003941	-59.678684	1.9398904	0.30561733	4052.5825650691986	0.010168803527499978
58	-19.09188	10.192387	-0.2962316	-42.29473	-21.92066	13.843363	-0.3438305	-60.31128	200.0	200.0	231999	-1.9593967	6.557316	0.90922964	-59.856007	-1.959344	6.556545	0.57095826	-59.948364	1.915318	0.39439648	4124.082203388214	0.008325461239669322
59	-26.748875	17.8525	-0.6391905	-65.00477	-18.82345	13.174505	-0.016707214	-54.07703	200.0	200.0	235999	-1.9653221	6.55049	0.7787625	-60.03535	-1.965327	6.550235	0.9808938	-59.539055	1.904098	0.27261025	4195.682649374008	0.007835125966157907
60	-23.192768	16.921032	-0.6197247	-67.92654	-21.559898	14.090904	-0.7632797	-62.048443	200.0	200.0	239999	-1.9834905	6.5597076	0.59207064	-60.384663	-1.9834956	6.559405	0.57315326	-60.122562	1.9355017	0.42324987	4267.37619805336	0.011888022118461487
61	-19.078602	13.567109	-3.6337352	-58.285152	-21.291435	15.840223	-0.20668201	-98.05648	200.0	200.0	243999	-1.9804639	6.514374	0.58725226	-59.786697	-1.98046	6.51426	0.5302946	-59.60267	1.9428343	0.39512435	4339.380931377411	0.007221157838946606
62	-19.728724	10.5124445	-2.1420665	-49.69173	-21.121815	13.581637	-1.001899	-62.790573	200.0	200.0	247999	-1.9749575	6.4815426	0.5943726	-60.37679	-1.9749771	6.4813523	0.50281763	-59.569794	1.9381047	0.28014556	4411.804956912994	0.012102753752783232
63	-24.282421	14.110739	-1.3003137	-54.02439	-23.69181	13.324251	-1.2074188	-77.77718	200.0	200.0	251999	-1.9706659	6.4656386	0.7312272	-59.73893	-1.9706994	6.4654813	0.8858414	-59.29929	1.9555238	0.3758875	4483.888053655624	0.014752906678410567
64	-19.150633	9.898606	-1.0926702	-42.210594	-18.700733	10.613502	-0.52744865	-55.1542	200.0	200.0	255999	-1.9679952	6.4700003	0.42054754	-59.63733	-1.968022	6.4699116	0.51909256	-59.409225	1.9203259	0.27907497	4555.850680112839	0.010300873683380375
65	-20.886375	12.480063	-0.8396301	-50.884094	-19.886219	12.522225	-0.07615937	-64.294334	200.0	200.0	259999	-1.9748849	6.4831996	0.5812676	-59.904774	-1.974888	6.4829516	1.3319911	-59.56102	1.9266462	0.34985748	4627.368891954422	0.008776028068419853
66	-21.315054	11.204509	-0.88100964	-47.923046	-20.777765	11.559378	-0.72388476	-51.91178	200.0	200.0	263999	-1.924919	6.387426	0.5387477	-60.079372	-1.9249363	6.387069	0.4063593	-59.97809	1.8860078	0.3223913	4697.749663352966	0.010280302797482615
67	-29.726368	13.919081	-10.004442	-56.246567	-21.525148	12.941503	-0.286899	-65.055275	200.0	200.0	267999	-1.9180546	6.373324	0.5839515	-60.209522	-1.9180481	6.3730216	0.31640345	-59.87671	1.8803412	0.27010432	4770.142533779144	0.006897899742622316
