Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Time	sigma
48	9.067575	3.023071	9.929997	-12.483138	9.061793	2.6668165	9.934617	-13.393881	73.58491	70.27	191999	1.6239542	3.2447913	13.572358	-14.973575	1.6238867	3.245675	13.711654	-15.535403	-1.7850009	0.70937645	3646.8317153453827	0.008578114237750014
49	7.952171	5.190692	9.937055	-14.354724	8.911278	2.4222777	9.953311	-3.3206415	72.23637	80.97	195999	1.7034703	3.2787416	15.390283	-16.306654	1.7034941	3.280219	15.650406	-16.941399	-1.876875	0.71520716	3723.616541624069	0.008569544693056957
50	6.563067	6.3559413	9.9559355	-14.495226	8.358339	4.560529	9.942262	-12.435566	103.125	73.41	199999	1.7873752	3.3055792	15.037474	-15.058571	1.7874001	3.3073277	14.967653	-16.968622	-1.9601954	0.7262285	3802.3204572200775	0.008908593977491797
51	8.234752	4.754134	9.982535	-12.2254	9.174447	2.3107007	9.935943	-12.755827	79.76	71.76	203999	1.8342267	3.3182359	16.024792	-16.00562	1.8342394	3.3189242	16.8065	-16.467735	-2.0126123	0.71544164	3881.6432423591614	0.00889969428320859
52	8.924409	2.7249982	9.918204	-5.7084184	8.274274	4.3357162	9.921583	-12.343089	74.98148	76.64	207999	1.8920648	3.3055508	14.227881	-15.48897	1.8920622	3.3070097	13.442753	-15.72497	-2.0623195	0.7276685	3959.4268851280212	0.00871561952723151
53	8.757113	3.5984259	9.925922	-12.189208	9.147183	1.89691	9.942251	-3.5295532	78.36	73.72	211999	1.9335186	3.2901838	14.437212	-15.114866	1.9335682	3.2914042	14.236221	-14.744822	-2.0913846	0.7103773	4037.2466521263123	0.008535352038640224
54	9.218696	1.9659739	9.939661	-4.595445	8.825386	3.5950189	9.942277	-12.570655	73.818184	61.23	215999	1.9716786	3.298432	13.431534	-15.509758	1.9716624	3.2993207	14.582317	-15.287642	-2.1326847	0.7078663	4115.011154651642	0.008358813070705615
55	8.950367	2.4083052	9.922887	-4.489546	9.068422	2.6787903	9.9359	-11.709388	76.60784	64.76	219999	2.020742	3.2930083	14.537977	-14.46791	2.020751	3.2940457	14.558357	-14.49282	-2.186574	0.69815916	4192.8154838085175	0.008864184325335697
56	8.869504	3.2252207	9.947102	-11.13339	8.408204	4.569055	9.909714	-14.93105	67.73333	70.04	223999	2.060577	3.2962298	16.110256	-14.612358	2.060607	3.2976966	15.810653	-14.057224	-2.226676	0.6959148	4269.320082902908	0.008855328996339357
57	9.015112	2.4463117	9.937447	-3.4641783	7.6771407	5.000973	9.977479	-12.09745	79.09804	81.56	227999	2.094157	3.2924736	14.538878	-14.426342	2.0942063	3.293284	14.108182	-14.229622	-2.2561934	0.68773377	4348.683208465576	0.008333786700909
