Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Time	sigma
1	-18.165077	12.967578	9.4439745	-39.946316	-24.705738	15.199141	9.88438	-47.253788	188.85715	184.58	3999	-0.7885119	0.8118163	9.989777	-11.597687	-0.788536	0.81185186	10.018781	-11.459943	0.66727287	0.12734853	66.79055762290955	0.01992981969843185
2	-16.31845	13.91983	9.104623	-52.79286	-20.58065	9.226633	-0.6619032	-37.25228	162.0	171.14	7999	-0.81188214	0.88813305	13.151051	-11.964535	-0.8118974	0.8885551	12.937269	-11.946586	0.6721545	0.07507069	147.94869017601013	0.01599554599764428
3	-26.009428	17.784481	-2.720762	-57.012737	-22.41543	17.346731	9.931704	-52.521114	197.28572	161.34	11999	-0.4715536	1.3311077	16.678179	-12.816962	-0.47153226	1.3314184	16.330994	-13.545055	0.29014465	0.14447857	230.38927578926086	0.01730358066306844
4	-10.198031	12.317329	9.918719	-46.84317	-9.3419285	6.3775	9.155851	-22.526459	137.31035	142.42	15999	-0.15109047	2.2783542	18.321459	-13.668585	-0.1510647	2.2797987	17.93341	-13.141548	-0.07906157	0.39258802	312.464501619339	0.014742119382384445
5	-9.592042	7.798126	9.82608	-18.843596	-10.2556505	9.422665	9.789193	-28.809973	162.83333	187.04	19999	0.9442328	2.7482836	19.003584	-16.497047	0.9442972	2.750933	18.615988	-15.732587	-1.327662	0.687994	397.58965158462524	0.012812285670082772
6	-7.1036854	9.576998	9.672495	-24.394762	-9.3912735	6.832265	9.712321	-18.357359	168.5	141.5	23999	2.5536668	2.815564	20.591537	-17.082691	2.5536366	2.8169549	20.847334	-17.102768	-3.0487046	0.71529627	478.74408507347107	0.011358894097693093
7	-8.216679	7.4927464	9.607615	-17.99129	-6.2501388	8.241518	9.51946	-32.185543	162.68	187.81	27999	3.842178	3.086899	17.541872	-16.192179	3.8422847	3.0881958	17.803967	-16.037573	-4.251459	0.5412008	562.8229403495789	0.01047926885631662
8	-12.407605	7.8809466	8.9444275	-31.012396	-13.882102	12.842094	8.98965	-40.766575	160.875	178.82	31999	4.1914625	3.2733104	14.157398	-17.0202	4.1915703	3.274277	14.32018	-15.906192	-4.507625	0.5118969	646.409909248352	0.009862083211829045
9	-10.065728	9.7675295	9.090952	-36.866596	-9.332349	9.673359	9.913148	-39.541504	163.33333	145.83	35999	3.9860256	3.2346969	12.656593	-16.472643	3.9860296	3.2353196	12.700965	-16.55912	-4.229268	0.5047992	726.2974934577942	0.009658103108369962
10	-9.07332	9.864975	9.717489	-25.983246	-10.013081	9.183403	9.378166	-26.955526	148.46428	160.06	39999	3.289524	3.0220058	12.028709	-17.521631	3.2895536	3.0226233	12.410541	-18.472017	-3.4905493	0.43259767	808.5080170631409	0.009458341979919857
